headline,content,newspaper,date,combined_text,model_0_topic,model_0_topic_label,model_0_prob,model_1_topic,model_1_topic_label,model_1_prob,model_2_topic,model_2_topic_label,model_2_prob,pos_0,pos_1,pos_10,pos_100,pos_101,pos_102,pos_103,pos_104,pos_105,pos_106,pos_107,pos_108,pos_109,pos_11,pos_110,pos_111,pos_112,pos_113,pos_114,pos_115,pos_116,pos_117,pos_118,pos_119,pos_12,pos_120,pos_121,pos_122,pos_123,pos_124,pos_125,pos_126,pos_127,pos_128,pos_129,pos_13,pos_130,pos_131,pos_132,pos_133,pos_134,pos_135,pos_136,pos_137,pos_138,pos_139,pos_14,pos_140,pos_141,pos_142,pos_143,pos_144,pos_145,pos_146,pos_147,pos_148,pos_149,pos_15,pos_150,pos_151,pos_152,pos_153,pos_154,pos_155,pos_156,pos_157,pos_158,pos_159,pos_16,pos_160,pos_161,pos_162,pos_163,pos_164,pos_165,pos_166,pos_167,pos_168,pos_169,pos_17,pos_170,pos_171,pos_172,pos_173,pos_174,pos_175,pos_176,pos_177,pos_178,pos_179,pos_18,pos_180,pos_181,pos_182,pos_183,pos_184,pos_185,pos_186,pos_187,pos_188,pos_189,pos_19,pos_190,pos_191,pos_192,pos_193,pos_194,pos_195,pos_196,pos_197,pos_198,pos_199,pos_2,pos_20,pos_200,pos_201,pos_202,pos_203,pos_204,pos_205,pos_206,pos_207,pos_208,pos_209,pos_21,pos_210,pos_211,pos_212,pos_213,pos_214,pos_215,pos_216,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_3,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,pos_36,pos_37,pos_38,pos_39,pos_4,pos_40,pos_41,pos_42,pos_43,pos_44,pos_45,pos_46,pos_47,pos_48,pos_49,pos_5,pos_50,pos_51,pos_52,pos_53,pos_54,pos_55,pos_56,pos_57,pos_58,pos_59,pos_6,pos_60,pos_61,pos_62,pos_63,pos_64,pos_65,pos_66,pos_67,pos_68,pos_69,pos_7,pos_70,pos_71,pos_72,pos_73,pos_74,pos_75,pos_76,pos_77,pos_78,pos_79,pos_8,pos_80,pos_81,pos_82,pos_83,pos_84,pos_85,pos_86,pos_87,pos_88,pos_89,pos_9,pos_90,pos_91,pos_92,pos_93,pos_94,pos_95,pos_96,pos_97,pos_98,pos_99
COMUNA NO CONTROLA,"Proliferación de hostales Jos Luis Ochoa Vásquez Ate Hay varios hostales en la avenida Prolongación Javier Prado. Algunos de los dueños son policías en actividad que logran que la municipalidad no los multe porque se toleriza la prostitución, La comuna no hace nada, Se necesita fiscalización en la zona.",peru21,2013-12-29,"COMUNA NO CONTROLA. Proliferación de hostales Jos Luis Ochoa Vásquez Ate Hay varios hostales en la  avenida Prolongación Javier  Prado. Algunos de los dueños son policías en actividad que logran que la municipalidad no los multe porque se  toleriza la prostitución, La  comuna no hace nada, Se necesita fiscalización en la zona.",-1,Unknown,0.0015,-1,Unknown,0.0496,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amenazan con denunciar al alcalde Castaeda,"LIMA La exdirigente de La Parada, Idalia Villa, amenazó con denunciar al capitalino, Luis Castaeda Lossio, si este persiste en abrir el Parque del Migrante, que se construyó sobre el terreno de lo que fue el mercado mayorista de La Victoria. Dijo que actualmente el predio se encuentra en juicio. También está pendiente que el Tribunal Constitucional se pronuncie sobre este tema.",peru21,2015-04-27,"Amenazan con denunciar al alcalde Castaeda. LIMA La exdirigente de La Parada, Idalia Villa, amenazó con denunciar al capitalino, Luis Castaeda Lossio, si este persiste en abrir el Parque del Migrante, que se construyó sobre el terreno de lo que fue el mercado mayorista de La Victoria. Dijo que actualmente el predio se encuentra en juicio. También está pendiente que el Tribunal Constitucional se pronuncie sobre este tema.",-1,Unknown,0.0105,-1,Unknown,0.0033,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presentan Nuevo Mapa de Pobreza,"El Instituto Nacional de Estadística e Informática presentó los resultados del mapa de pobreza provincial y distrital 2013. La metodología utilizada combina diversas fuentes de información como el Censo Nacional 2014, Encuesta Nacional de Hogares (ENAHO), y otras. El mapa incluye las dimensiones monetarias y no monetarias de la pobreza haciendo posible distinguir con más precisión, grupos con mayor o menor carencia.",peru21,2015-09-18,"Presentan Nuevo Mapa de Pobreza. El Instituto Nacional de Estadística e Informática presentó los resultados del mapa de pobreza provincial y distrital 2013. La metodología utilizada combina diversas fuentes de información como el Censo Nacional 2014, Encuesta Nacional de Hogares (ENAHO), y otras. El mapa incluye las dimensiones monetarias y no monetarias de la pobreza haciendo posible distinguir con más precisión, grupos con mayor o menor carencia.",1261,"reduccion pobreza, pobreza redujo, pobreza extrema, pobreza, situacion pobreza",0.0711,984,"porcentaje jovenes encuentran, jovenes encuentran laborando, mayor porcentaje jovenes, jovenes encuentran, sector informal",0.1822,-1,Unknown,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cierran mercado de Caquet por carecer de licencias,"No tenían certificado de defensa civil ni permiso municipal para funcionar. Por esta razón, la alcaldía distrital clausur temporalmente unos 400 puestos del mercado de frutas y verduras de Caquetá. Jorge Reyes, gerente de Fiscalización del Rímac, señaló que en varios establecimientos se vendían los productos sin tomar en cuenta las más elementales medidas de salubridad y de higiene.",peru21,2014-01-20,"Cierran mercado de Caquet por carecer de licencias. No tenían certificado de defensa civil ni permiso municipal para funcionar. Por esta razón, la alcaldía distrital clausur temporalmente unos 400 puestos del mercado de frutas y verduras de Caquetá.  Jorge Reyes, gerente de Fiscalización del Rímac, señaló que en varios establecimientos se vendían los productos sin tomar en cuenta las más elementales medidas de salubridad y de higiene.",-1,Unknown,0.0013,817,"transito vehicular, congestion vehicular, transito, vias, buses",1,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ante anuncio de desalojo policial, comerciantes dicen que acudirán a instancia internacional","Se resisten a salir de mercado La Parada La alcaldesa Susana Villarán adelantó que ya está listo un operativo para retirar a minoristas. Luego de que la alcaldesa Susana Villarán anunció que ya está listo un operativo de desalojo en el mercado de La Parada, la dirigente Idalia Avilés afirmó ayer que los más de 700 comerciantes de este ex centro de abastos mayorista opondrán resistencia ante una intervención de la Policía Nacional. Es más, la representante de los minoristas aseguró que, de realizarse el desalojo, acudirán a la Corte Interamericana de Derechos Humanos (Corte IDH). Vamos a hacer respetar la donación de Luis Cánepa, quien dispuso que el terreno sea un mercado. Una vez es un contrato. No permitiremos que aquí se haga un parque, subrayó. La dirigente se refirió a las declaraciones de Villarán, quién señaló que La Parada está ocupada por invasores. En octubre de 2012, cuatro personas murieron durante la ejecución de dos operativos policiales de desalojo. La dirigente, los más de 700 comerciantes de La Parada no abandonarán el mercado.",peru21,2014-01-20,"Ante anuncio de desalojo policial, comerciantes dicen que acudirán a instancia internacional. Se resisten a salir de mercado La Parada  La alcaldesa Susana Villarán adelantó que ya está listo un operativo para retirar a minoristas.  Luego de que la alcaldesa Susana Villarán anunció que ya está listo un operativo de desalojo en el mercado de La Parada, la dirigente Idalia Avilés afirmó ayer que los más de 700 comerciantes de este ex centro de abastos mayorista opondrán resistencia ante una intervención de la Policía Nacional.  Es más, la representante de los minoristas aseguró que, de realizarse el desalojo, acudirán a la Corte Interamericana de Derechos Humanos (Corte IDH).  Vamos a hacer respetar la donación de Luis Cánepa, quien dispuso que el terreno sea un mercado. Una vez es un contrato. No permitiremos que aquí se haga un parque, subrayó.  La dirigente se refirió a las declaraciones de Villarán, quién señaló que La Parada está ocupada por invasores. En octubre de 2012, cuatro personas murieron durante la ejecución de dos operativos policiales de desalojo.  La dirigente, los más de 700 comerciantes de La Parada no abandonarán el mercado.",-1,Unknown,0.0249,-1,Unknown,0.0645,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hay más de 2.4 millones de informales en las mipymes,"Según el Ministerio de Trabajo, en el país existen 2,412,000 trabajadores en situación de informalidad dentro de las micro y pequeñas empresas (mypes). Solo 335,000 están formalizados, lo que implica acceso al seguro social. El ministro de Trabajo, Fredy Otrola, menciona que aunque el desempleo no es muy alto, el subempleo sí lo es.",peru21,2014-10-13,"Hay más de 2.4 millones de informales en las mipymes. Según el Ministerio de Trabajo, en el país existen 2,412,000 trabajadores en situación de informalidad dentro de las micro y pequeñas empresas (mypes). Solo 335,000 están formalizados, lo que implica acceso al seguro social. El ministro de Trabajo, Fredy Otrola, menciona que aunque el desempleo no es muy alto, el subempleo sí lo es.",1191,"promocion empleo mtpe, empleo mtpe, tasa desempleo, trabajo promocion empleo, empleo formal",0.1456,-1,Unknown,0.047,1769,"trabajadores informales, empleo informal, informalidad laboral, millones informales, millones trabajadores",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minera ilegal,"AFIN lamenta que el delito de minería ilegal no haya sido incluido en el texto legal, argumentando que esto refuerza el doble estándar en el país, donde se aplican leyes más estrictas a los formales y ningún control a los informales ni sanciones para los informales ilegales. AFIN concluye que el predictamen de la Ley del nuevo Código Penal es complejo y requiere un debate amplio con la participación de todas las partes interesadas antes de su aprobación.",peru21,2014-10-13,"Minera ilegal. AFIN lamenta que el delito de minería ilegal no haya sido incluido en el texto legal, argumentando que esto refuerza el doble estándar en el país, donde se aplican leyes más estrictas a los formales y ningún control a los informales ni sanciones para los informales ilegales. AFIN concluye que el predictamen de la Ley del nuevo Código Penal es complejo y requiere un debate amplio con la participación de todas las partes interesadas antes de su aprobación.",1119,"proyecto minero, ministro energia minas, ministerio energia minas, mineria ilegal, energia minas",1,-1,Unknown,0.0212,1579,"formalizacion minera, mineros ilegales, formalizacion mineria, mineros informales, mineria ilegal",0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Al T3 Vecitos y Venr 2u0ros mini:,minori: as realizaron ayer una movilizacin al Gran Mercado Mayorista de Lima para rechazar el arribo de ms comerciantes de La Parada. Los manifestantes aseguraron que esto agravar la inseguridad y que podra generar el colapso de las vas por el constante trnsito de nes de carga. Tambin se jaron que la medida generara competencia desleal.,peru21,2014-03-27,Santa Al T3 Vecitos y Venr 2u0ros mini:. minori: as realizaron ayer una movilizacin al Gran Mercado Mayorista de Lima para rechazar el arribo de ms comerciantes de La Parada. Los manifestantes aseguraron que esto agravar la inseguridad y que podra generar el colapso de las vas por el constante trnsito de nes de carga. Tambin se jaron que la medida generara competencia desleal.,-1,Unknown,0.0183,813,"investigacin, corrupcin, informacin, tambin, relacin",0.3506,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VECINOS RECHAZAN LA PRESENCIA DE MS COMERCANTES,Santa Anita – Vecinos realizan movilización al Gran Mercado Mayorista de Lima para rechazar el arribo de más comerciantes de La Parada. Los manifestantes aseguraron que esto agravará la inseguridad y que podría generar el colapso de las vías por el constante tráfico de camiones de carga. También se quejaron que la medida generará competencia desleal.,peru21,2014-03-27,VECINOS RECHAZAN LA PRESENCIA DE MS COMERCANTES. Santa Anita – Vecinos realizan movilización al Gran Mercado Mayorista de Lima para rechazar el arribo de más comerciantes de La Parada. Los manifestantes aseguraron que esto agravará la inseguridad y que podría generar el colapso de las vías por el constante tráfico de camiones de carga. También se quejaron que la medida generará competencia desleal.,1121,"municipalidad lima, alcalde lima, transporte urbano, buses, metro lima",0.0273,-1,Unknown,0.0369,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se crearon más de 18 mil empleos temporales,"Daniel Maurate, ministro de Trabajo y Promoción de Empleo (MTPE) manifestó que el programa Trabaja Per generó más de 18 mil empleos temporales en la región Lima y Lima Metropolitana, durante el periodo de agosto de 2011-marzo de 2015. El número total agregó que este programa ha generado 123,964 empleos, en beneficio de 165,969 participantes. El 66% de los inscritos al programa son mujeres, mientras que el 34% restante, hombres.",peru21,2015-05-23,"Se crearon más de 18 mil empleos temporales. Daniel Maurate, ministro de Trabajo y Promoción de Empleo (MTPE) manifestó que el programa Trabaja Per generó más de 18 mil empleos temporales en la región Lima y Lima Metropolitana, durante el periodo de agosto de 2011-marzo de 2015. El número total agregó que este programa ha generado 123,964 empleos, en beneficio de 165,969 participantes. El 66% de los inscritos al programa son mujeres, mientras que el 34% restante, hombres.",1191,"promocion empleo mtpe, empleo mtpe, tasa desempleo, trabajo promocion empleo, empleo formal",0.0652,-1,Unknown,0.1252,-1,Unknown,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prohibición de piscinas portátiles en Carmen de la Legua,"Las personas que instalen piscinas portátiles en las calles de este distrito serán multadas con multas y el decomiso de estas estructuras. As lo dispuso la ordenanza pública del alcalde Pedro Enriquez, la única que la medida se aplicará para todo tipo de piscinas, es decir, cualquier fuera su tamaño y resistencia. Esto busca evitar focos de transmisión del virus chikungunya.",peru21,2015-02-07,"Prohibición de piscinas portátiles en Carmen de la Legua. Las personas que instalen piscinas portátiles en las calles de este distrito serán multadas con multas y el decomiso de estas estructuras. As lo dispuso la ordenanza pública del alcalde Pedro Enriquez, la única que la medida se aplicará para todo tipo de piscinas, es decir, cualquier fuera su tamaño y resistencia. Esto busca evitar focos de transmisión del virus chikungunya.",-1,Unknown,0.0236,-1,Unknown,0.0382,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regidor Fernán Altuve asegura que estamos a punto de perder todo lo que se ha avanzado en 20 años,"Ambulantes retornan por la ineficiencia de Lima Dijo que la presencia de informales en el Centro Histórico es la derrota más palpable de Villan. La invasión de cientos de ambulantes a tradicionales puntos del Centro Histórico de Lima —como los alrededores de Palacio de Gobierno— muestra la absoluta incapacidad de la actual administración municipal. As lo afirmó el regidor metropolitano Fernán Altuve, luego de que Per21 denunciara —en su edición de ayer— que el caos ha retornado a las calles limeñas. Todo lo que se ha hecho en 20 años con buenos alcaldes se va a perder por una gestión absolutamente ineficiente, recalc Altuve, quien lamentó que la alcaldesa Susana Villan no haya aprendido la lección que dejó el proceso de revocatoria. Debi ser un llamado de atención, Pero, en lugar de servir para ponerse las pilas, ha generado una sensación de autoconfianza, dijo. Cabe precisar que algunos lugares tomados por el comercio informal son el jirón de la Unión, la avenida Abancay y la misma Plaza de Armas. ES SU DERROTA! Altuve indicó que la presencia de ambulantes es la derrota más palpable de la actual gestión, que ni siquiera puede administrar el único distrito que tiene a su cargo, que es el Cercado. En su opinión, Susana Villan no quiere entrar en confrontación con nadie porque desea conseguir votos para su reelección. Qué candidato quiere ganarse problemas con la gente? Esa es la principal dificultad que afronta un gobierno ineficiente, reiteró, Lamentó, además, que la comuna siga con el festival de dinero en asesoras y en consultoras, en lugar de proyectos de envergadura. Se gasta en obras absurdas, El martes se va a aprobar unos planes para hacerse en Lima, con cargo a un virtual y exitoso endeudamiento. O sea, los proyectos no se hacen en base al dinero que se tiene sino al que entra, dijo.",peru21,2013-06-10,"Regidor Fernán Altuve asegura que estamos a punto de perder todo lo que se ha avanzado en 20 años. Ambulantes retornan por la ineficiencia de Lima  Dijo que la presencia de informales en el Centro Histórico es la derrota más palpable de Villan.  La invasión de cientos de ambulantes a tradicionales puntos del Centro Histórico de Lima —como los alrededores de Palacio de Gobierno— muestra la absoluta incapacidad de la actual administración municipal.  As lo afirmó el regidor metropolitano Fernán Altuve, luego de que Per21 denunciara —en su edición de ayer— que el caos ha retornado a las calles limeñas.  Todo lo que se ha hecho en 20 años con buenos alcaldes se va a perder por una gestión absolutamente ineficiente, recalc Altuve, quien lamentó que la alcaldesa Susana Villan no haya aprendido la lección que dejó el proceso de revocatoria.  Debi ser un llamado de atención, Pero, en lugar de servir para ponerse las pilas, ha generado una sensación de autoconfianza, dijo.  Cabe precisar que algunos lugares tomados por el comercio informal son el jirón de la Unión, la avenida Abancay y la misma Plaza de Armas.  ES SU DERROTA!  Altuve indicó que la presencia de ambulantes es la derrota más palpable de la actual gestión, que ni siquiera puede administrar el único distrito que tiene a su cargo, que es el Cercado.  En su opinión, Susana Villan no quiere entrar en confrontación con nadie porque desea conseguir votos para su reelección. Qué candidato quiere ganarse problemas con la gente? Esa es la principal dificultad que afronta un gobierno ineficiente, reiteró,  Lamentó, además, que la comuna siga con el festival de dinero en asesoras y en consultoras, en lugar de proyectos de envergadura.  Se gasta en obras absurdas, El martes se va a aprobar unos planes para hacerse en Lima, con cargo a un virtual y exitoso endeudamiento. O sea, los proyectos no se hacen en base al dinero que se tiene sino al que entra, dijo.",-1,Unknown,0.0094,-1,Unknown,0.0038,1519,"alcalde victoria, municipalidad victoria, comerciantes informales, municipalidad lima, comercio ambulatorio",0.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
