"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob","year"
"H ay una notoria desaceleración en el ritmo de crecimiento de la inversión minera desde el 2011.","Muchos proyectos rentables están atrasados o paralizados debido a la incapacidad de nuestras autoridades de cumplir de forma expeditiva con la normativa vigente y a la obtusa oposición por parte de algunos grupos de interés. Otros proyectos están postergados indefinidamente a la espera de otros vientos en la escena política nacional. ¿Cuál ha sido y será el costo del estancamiento en la inversión minera?  Para ser conservadores, solo considerar siete proyectos, hoy paralizados, que deberían haber entrado en producción a fines del 2014 o inicios del 2015. Estos proyectos son Conga, Galeno, Cariaco, Shahuindo, Quechua, Hilac y Haquiracocha. El total de la inversión que no se ha realizado en estos proyectos asciende a US$10.750 millones. Con el multiplicador de la minería de 1,6, calculado por María Alejandra Zegarra, ello implica que se ha dejado de generar valor agregado por un monto aproximado de US$17.200 millones. Como comparación, el PBI peruano, en dólares, llegar a 205.000 millones este año. Podemos inferir que, de haberse realizado, estas inversiones hubiesen contribuido entre 1,2 y 1,5 puntos porcentuales a la tasa de crecimiento del PBI durante el 2013 y el 2014.  Asimismo, estas inversiones nos hubiesen permitido incrementar las exportaciones mineras en cerca de US$5.000 millones en el 2015 con las cotizaciones de los metales vigentes en la actualidad. Esto sería equivalente a más de 20% de las exportaciones mineras del 2014. Así, hubiésemos podido producir 583.000 TMF y 867.000 onzas de oro adicionales. El incremento en la producción de cobre sería equivalente a más de dos veces la producción de Toromocho. Y, como consecuencia de no haber realizado estas inversiones, la producción de oro tendrá una trayectoria decreciente en los años venideros.  El hipotético incremento en las exportaciones hubiese generado, como impacto inicial, 74 mil empleos directos y 58 mil indirectos. Estos hubiesen sido, además, empleos formales con ingresos superiores al promedio del mercado laboral nacional. El impacto positivo de largo plazo sobre el empleo hubiese sido de cientos de miles de nuevos puestos de trabajo. Estas nuevas exportaciones hubiesen generado, además, valor agregado en el resto de la economía por cerca de US$2.800 millones anuales. Finalmente, el fisco hubiese recibido miles de millones de soles en tributos adicionales.  El lector notará que el cálculo subestima el verdadero costo del estancamiento de la inversión minera, pues se limita a siete de los muchos proyectos que no se han ejecutado y porque no considera la pérdida de credibilidad del Estado Peruano al incumplir sus propios compromisos. Ahora mismo, nuestro Estado enfrenta la posibilidad de un reclamo internacional debido a la arbitraria postergación de Santa Ana en Puno.  Si no hubiésemos detenido el crecimiento en la inversión minera, hubiésemos podido lidiar mucho mejor con la caída en los términos de intercambio que ha desacelerado nuestra economía. Las regiones hubieran tenido más actividad económica y fuentes adicionales de canon. La pobreza hubiera caído con mayor rapidez.  ¿Cómo podremos explicarle a las generaciones venideras nuestra curiosa elección de no realizar proyectos con beneficios tan evidentes en un contexto internacional tan favorable? La historia nos enseña que, como consecuencia del progreso técnico, lo que hoy es recurso no necesariamente lo será mañana. No perdamos un minuto más.","elcomercio",2014-09-18,"H ay una notoria desaceleración en el ritmo de crecimiento de la inversión minera desde el 2011.. Muchos proyectos rentables están atrasados o paralizados debido a la incapacidad de nuestras autoridades de cumplir de forma expeditiva con la normativa vigente y a la obtusa oposición por parte de algunos grupos de interés. Otros proyectos están postergados indefinidamente a la espera de otros vientos en la escena política nacional. ¿Cuál ha sido y será el costo del estancamiento en la inversión minera?  Para ser conservadores, solo considerar siete proyectos, hoy paralizados, que deberían haber entrado en producción a fines del 2014 o inicios del 2015. Estos proyectos son Conga, Galeno, Cariaco, Shahuindo, Quechua, Hilac y Haquiracocha. El total de la inversión que no se ha realizado en estos proyectos asciende a US$10.750 millones. Con el multiplicador de la minería de 1,6, calculado por María Alejandra Zegarra, ello implica que se ha dejado de generar valor agregado por un monto aproximado de US$17.200 millones. Como comparación, el PBI peruano, en dólares, llegar a 205.000 millones este año. Podemos inferir que, de haberse realizado, estas inversiones hubiesen contribuido entre 1,2 y 1,5 puntos porcentuales a la tasa de crecimiento del PBI durante el 2013 y el 2014.  Asimismo, estas inversiones nos hubiesen permitido incrementar las exportaciones mineras en cerca de US$5.000 millones en el 2015 con las cotizaciones de los metales vigentes en la actualidad. Esto sería equivalente a más de 20% de las exportaciones mineras del 2014. Así, hubiésemos podido producir 583.000 TMF y 867.000 onzas de oro adicionales. El incremento en la producción de cobre sería equivalente a más de dos veces la producción de Toromocho. Y, como consecuencia de no haber realizado estas inversiones, la producción de oro tendrá una trayectoria decreciente en los años venideros.  El hipotético incremento en las exportaciones hubiese generado, como impacto inicial, 74 mil empleos directos y 58 mil indirectos. Estos hubiesen sido, además, empleos formales con ingresos superiores al promedio del mercado laboral nacional. El impacto positivo de largo plazo sobre el empleo hubiese sido de cientos de miles de nuevos puestos de trabajo. Estas nuevas exportaciones hubiesen generado, además, valor agregado en el resto de la economía por cerca de US$2.800 millones anuales. Finalmente, el fisco hubiese recibido miles de millones de soles en tributos adicionales.  El lector notará que el cálculo subestima el verdadero costo del estancamiento de la inversión minera, pues se limita a siete de los muchos proyectos que no se han ejecutado y porque no considera la pérdida de credibilidad del Estado Peruano al incumplir sus propios compromisos. Ahora mismo, nuestro Estado enfrenta la posibilidad de un reclamo internacional debido a la arbitraria postergación de Santa Ana en Puno.  Si no hubiésemos detenido el crecimiento en la inversión minera, hubiésemos podido lidiar mucho mejor con la caída en los términos de intercambio que ha desacelerado nuestra economía. Las regiones hubieran tenido más actividad económica y fuentes adicionales de canon. La pobreza hubiera caído con mayor rapidez.  ¿Cómo podremos explicarle a las generaciones venideras nuestra curiosa elección de no realizar proyectos con beneficios tan evidentes en un contexto internacional tan favorable? La historia nos enseña que, como consecuencia del progreso técnico, lo que hoy es recurso no necesariamente lo será mañana. No perdamos un minuto más.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.1063,"-1","Unknown",0.0209,"649","proyectos mineros, inversiones mineras, nacional mineria petroleo, nacional mineria, proyecto minero",1,"2014"
"DESIGUALDAD AUMENTA EN LA OCDE","Un reciente reporte de la Organización para la Cooperación y el Desarrollo Económico (OCDE), revela que la brecha de desigualdad entre los países miembros ha alcanzado una cifra récord en los últimos 30 años: el 10% de la población de los países ricos gana diez veces más que el 10% de la población más pobre. La OCDE destacó que naciones como México, Chile y Estados Unidos presentan una marcada desigualdad.","peru21",2015-05-22,"DESIGUALDAD AUMENTA EN LA OCDE. Un reciente reporte de la Organización para la Cooperación y el Desarrollo Económico (OCDE), revela que la brecha de desigualdad entre los países miembros ha alcanzado una cifra récord en los últimos 30 años: el 10% de la población de los países ricos gana diez veces más que el 10% de la población más pobre. La OCDE destacó que naciones como México, Chile y Estados Unidos presentan una marcada desigualdad.","1941","reduccion pobreza, pobreza mide, medicion pobreza, pobreza estan, umbral pobreza",0.167,"1326","explotacion trabajador siglo, explotacion trabajador, reduce productividad, sector informal, es falta empleo",1,"-1","Unknown",0.0151,"2015"
"Política: Gobierno no tiene definido un aumento de la remuneración mínima vital","No obstante, el ministro de Economía, Alonso Segura, señaló ayer que el incremento del sueldo mínimo está en evaluación.  Los días pasan y aún no se conoce si la remuneración mínima se incrementará. Las especulaciones en los medios se iniciaron antes del mensaje presidencial. Lo cierto es que no existen criterios técnicos para definir si se debe realizar este incremento.","elcomercio",2015-08-01,"Política: Gobierno no tiene definido un aumento de la remuneración mínima vital. No obstante, el ministro de Economía, Alonso Segura, señaló ayer que el incremento del sueldo mínimo está en evaluación.  Los días pasan y aún no se conoce si la remuneración mínima se incrementará. Las especulaciones en los medios se iniciaron antes del mensaje presidencial. Lo cierto es que no existen criterios técnicos para definir si se debe realizar este incremento.","420","trabajo promocion empleo, empleo informal, reforma laboral, promocion empleo, informalidad laboral",0.0323,"520","mercado laboral, ministro trabajo, laboral ministerio trabajo, aumento sueldo minimo, ministerio trabajo",1,"835","aumento remuneracion minima, incremento remuneracion minima, aumento sueldo minimo, incremento sueldo minimo, aumento salario minimo",0.0413,"2015"
"GamarrA: De Terminales de Buses a Talleres y GalerAs","La gnesis de un emporio de emprendedores El emporio comercial debe su nombre a una de las calles que lo atraviesa: el jirn Agustn Gamarra. Quin era este personaje y cmo se convirti esta zona en una de las ms pujantes del pas? El mariscal Agustn Gamarra (1785-1841) fue presidente del Per en dos ocasiones, pele a rdenes de San Martn y Bolvar. Quera integrar Bolivia al Per. Av. 28 de Julio Parro Pro linaco chas Hu nuc co Agust n Gama rra LA VICTORIA A v . M x ic o OTRA VEZ ANDRS El cruce del jirn Gamarra con la avenida 28 de Julio albergaba terminales de buses interprovinciales. Se hizo muy popular y all comenzaron a venderse textiles al por mayor. En los 70, cuatro comerciantes adquirieron hoteles y los convirtieron en talleres. Con los aos, se construyeron galeras comerciales y el lugar se consolid como el emporio comercial que hoy conocemos.","elcomercio",2019-03-15,"GamarrA: De Terminales de Buses a Talleres y GalerAs. La gnesis de un emporio de emprendedores El emporio comercial debe su nombre a una de las calles que lo atraviesa: el jirn Agustn Gamarra. Quin era este personaje y cmo se convirti esta zona en una de las ms pujantes del pas? El mariscal Agustn Gamarra (1785-1841) fue presidente del Per en dos ocasiones, pele a rdenes de San Martn y Bolvar. Quera integrar Bolivia al Per. Av. 28 de Julio Parro Pro linaco chas Hu nuc co Agust n Gama rra LA VICTORIA A v . M x ic o OTRA VEZ ANDRS El cruce del jirn Gamarra con la avenida 28 de Julio albergaba terminales de buses interprovinciales. Se hizo muy popular y all comenzaron a venderse textiles al por mayor. En los 70, cuatro comerciantes adquirieron hoteles y los convirtieron en talleres. Con los aos, se construyeron galeras comerciales y el lugar se consolid como el emporio comercial que hoy conocemos.","563","vendedores ambulantes, municipalidad lima, emporio comercial gamarra, comerciantes informales, comercial gamarra",0.1049,"-1","Unknown",0.0167,"624","municipalidad lima, cercado lima, comerciantes parada, comerciantes informales, mercado mayorista parada",0.1335,"2019"
"Las exportaciones superan los US$500 millones","Minera ilegal ganó US$3,400 millones. Entre enero de 2007 y junio del presente año, la minera legal ha facturado US$3,400 millones, revelaron informes de Inteligencia Financiera en el marco del Seminario Internacional sobre Prevención del Lavado de Activos y del Financiamiento del Terrorismo en el Sector Minero.  Carlos Caro, socio fundador de Caro & Asociados, señaló que en 2011 la evasión fiscal superó los US$300 millones, y que, a partir de ese año, las exportaciones que se realizan a través de esta actividad lícita son más de US$500 millones.  La conversión, el movimiento y el transporte de activos violan artículos que implican una pena no menor de 25 años, afirmó.  Para evitar estos delitos, el experto recomendó conocer las características del mercado y aplicar una fácil detección de operaciones legales.","peru21",2014-09-05,"Las exportaciones superan los US$500 millones. Minera ilegal ganó US$3,400 millones. Entre enero de 2007 y junio del presente año, la minera legal ha facturado US$3,400 millones, revelaron informes de Inteligencia Financiera en el marco del Seminario Internacional sobre Prevención del Lavado de Activos y del Financiamiento del Terrorismo en el Sector Minero.  Carlos Caro, socio fundador de Caro & Asociados, señaló que en 2011 la evasión fiscal superó los US$300 millones, y que, a partir de ese año, las exportaciones que se realizan a través de esta actividad lícita son más de US$500 millones.  La conversión, el movimiento y el transporte de activos violan artículos que implican una pena no menor de 25 años, afirmó.  Para evitar estos delitos, el experto recomendó conocer las características del mercado y aplicar una fácil detección de operaciones legales.","1651","proyectos mineros, proyecto minero, inversion minera, ministro energia minas, ministerio energia minas",0.1303,"-1","Unknown",0.0748,"2604","formalizacion minera, mineros ilegales, formalizacion mineria, mineros informales, mineria ilegal",0.1237,"2014"
"DOCUMENTAL EN EL FESTIVAL DE LIMA","Oro amazónico: el daño que causa la minera ilegal","elcomercio",2013-08-06,"DOCUMENTAL EN EL FESTIVAL DE LIMA. Oro amazónico: el daño que causa la minera ilegal","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.0864,"284","minera ilegal, tala ilegal, mineria ilegal, mineros ilegales, deforestacion",0.0463,"617","mineria ilegal madre, formalizacion minera, proceso formalizacion minera, formalizacion mineria, mineros ilegales",0.1466,"2013"
"DESACELERACIÓN PUEDE DURAR HASTA EL PRIMER TRIMESTRE DEL 2015","Los enfrentamientos mineros elevaron tensiones durante la campaña electoral en algunas regiones, según Velásquez-Quesquén. Los contagios en minera representan el 49% del total de casos que monitorea la Presidencia del Consejo de Ministros. En los próximos días se pondrá en marcha normas para agilizar la formalización de los mineros artesanales y se presentará un proyecto al Congreso para reforzar el control de la Sunat contra la minera ilegal.","gestion",2014-10-16,"DESACELERACIÓN PUEDE DURAR HASTA EL PRIMER TRIMESTRE DEL 2015. Los enfrentamientos mineros elevaron tensiones durante la campaña electoral en algunas regiones, según Velásquez-Quesquén. Los contagios en minera representan el 49% del total de casos que monitorea la Presidencia del Consejo de Ministros. En los próximos días se pondrá en marcha normas para agilizar la formalización de los mineros artesanales y se presentará un proyecto al Congreso para reforzar el control de la Sunat contra la minera ilegal.","960","minera informal, mineria informal, mineria ilegal, minera ilegal, formalizacion minera",0.1729,"-1","Unknown",0.0168,"1536","formalizacion mineros, formalizacion minera, formalizacion mineria, mineros informales, mineria informal",0.0896,"2014"
"Se ha hecho muy poco para combatir la informalidad","Se ha hecho muy poco para combatir la informalidad, ya que el problema es que la gran mayoría de los empleadores son pequeños e informales y no ven la ventaja de formalizarse, asegur.  La ventaja para las presas se encuentra en tener un acceso al crédito comercial, que reemplace la usura; se paga por porcentajes semanales, dijo.","gestion",2016-09-09,"Se ha hecho muy poco para combatir la informalidad. Se ha hecho muy poco para combatir la informalidad, ya que el problema es que la gran mayoría de los empleadores son pequeños e informales y no ven la ventaja de formalizarse, asegur.  La ventaja para las presas se encuentra en tener un acceso al crédito comercial, que reemplace la usura; se paga por porcentajes semanales, dijo.","947","empleo informal, informalidad laboral, empleo formal empresas, formalizacion laboral, empleos formales",0.0485,"729","sector informal, trabajadores informales, salario minimo es, subida salario minimo, salario minimo",1,"-1","Unknown",0.0368,"2016"
"Empleo formal creció en la mitad de las ciudades","El Ministerio de Trabajo y Promoción del Empleo (MTPE) informó que el empleo formal en junio registró un incremento en 15 de las 30 principales ciudades del Perú. Hubo tres ciudades que anotaron crecimientos de doble dígito: Tumbes con 12,7%; Puerto Maldonado con 11,75%; y Paita con una expansión de 11%. Según cifras de su encuesta nacional de variación mensual del empleo, hubo cifras positivas de contratación formal en las ramas de transporte, almacenamiento y comunicaciones; comercio; extractiva; y servicios.","elcomercio",2018-07-19,"Empleo formal creció en la mitad de las ciudades. El Ministerio de Trabajo y Promoción del Empleo (MTPE) informó que el empleo formal en junio registró un incremento en 15 de las 30 principales ciudades del Perú. Hubo tres ciudades que anotaron crecimientos de doble dígito: Tumbes con 12,7%; Puerto Maldonado con 11,75%; y Paita con una expansión de 11%. Según cifras de su encuesta nacional de variación mensual del empleo, hubo cifras positivas de contratación formal en las ramas de transporte, almacenamiento y comunicaciones; comercio; extractiva; y servicios.","420","trabajo promocion empleo, empleo informal, reforma laboral, promocion empleo, informalidad laboral",0.0594,"-1","Unknown",0.0132,"1036","empleo adecuado lima, empleo lima, mercado laboral lima, laboral lima metropolitana, laboral lima",0.2223,"2018"
"Crecimiento 3% (o menos) es completamente insuficiente para las necesidades del país. Solo recordar que el ingreso promedio en Lima Metropolitana medido en soles reales está estancado los últimos cinco años en torno de los S/ 1,800 mensuales.","Se acaba el tiempo de implementar políticas públicas procrecimiento porque a medida que avance el año la principal prioridad del MEF, naturalmente, girará en evitar retrocesos y batallar contra las malas decisiones microeconómicas que podrían provenir del Ejecutivo o Congreso, en un contexto ya electoral. Para cosechar crecimiento a partir de 2022 es indispensable sembrar hoy.","gestion",2020-02-27,"Crecimiento 3% (o menos) es completamente insuficiente para las necesidades del país. Solo recordar que el ingreso promedio en Lima Metropolitana medido en soles reales está estancado los últimos cinco años en torno de los S/ 1,800 mensuales.. Se acaba el tiempo de implementar políticas públicas procrecimiento porque a medida que avance el año la principal prioridad del MEF, naturalmente, girará en evitar retrocesos y batallar contra las malas decisiones microeconómicas que podrían provenir del Ejecutivo o Congreso, en un contexto ya electoral. Para cosechar crecimiento a partir de 2022 es indispensable sembrar hoy.","-1","Unknown",0.0181,"-1","Unknown",0.0212,"1476","empleo lima, trabajadores lima, crecimiento empleo, empleo total, empleo informal",0.0275,"2020"
"Las Bambas: Dos Miradas Sobre el Conflicto","El director ejecutivo de la Sociedad Nacional de Minería, Pablo de la Flor, y el ex viceministro de gestión ambiental del Minam y miembro de la ONG Cooperacción, José de Echave, cruzan posiciones sobre Las Bambas.  1. ¿Cuál es para usted el motivo que da origen al conflicto? Pablo de la Flor: No podemos entender la polarización y radicalización del conflicto de Las Bambas sin considerar la lamentable injerencia de los hoy detenidos asesores, cuya actuación chantajista imposibilitó que la comunidad, la empresa y el Estado arribaran a entendimientos constructivos en torno a controversias que podrían haberse resuelto por otros medios.  José de Echave: Las sobreexpectativas que se generaron, los compromisos que no se cumplieron y una carretera que se construyó sin que el Ministerio de Transportes y Comunicaciones implemente sus propias directrices, ignorando a los propietarios: las comunidades.  2. ¿Es justificable el bloqueo de carretera como protesta? Pablo de la Flor: El bloqueo de vías constituye una violación de la ley y resulta absolutamente inadmisible si queremos mantener el Estado de derecho en el que vivimos. En ese sentido, hace falta desterrar la impunidad de la que gozan aquellos que atropellan el derecho de todos los peruanos a movilizarnos libremente por vías de uso público. La mejor forma de resolver nuestras diferencias no es recurriendo a la violencia, sino al diálogo directo y pacífico, sin condicionamientos ni amenazas.  José de Echave: Est claro que bloquear una carretera vulnera la ley. Mi opinión siempre será optar por caminos dialogados, pacíficos e institucionales. Al mismo tiempo quiero comentar que en los últimos años hemos acompañado innumerables veces a las comunidades a hacer gestiones, tocar puertas de los ministerios, pidiendo diálogo, que se cumplan acuerdos. Todos esos intentos fueron en vano y he podido ver en directo la decepción y los maltratos a los que han sido sometidos sus representantes. El bloqueo también lo entiendo como un acto de desesperación de peruanos que han sido y siguen siendo excluidos. Una comunidad no es una organización criminal.","elcomercio",2019-03-31,"Las Bambas: Dos Miradas Sobre el Conflicto. El director ejecutivo de la Sociedad Nacional de Minería, Pablo de la Flor, y el ex viceministro de gestión ambiental del Minam y miembro de la ONG Cooperacción, José de Echave, cruzan posiciones sobre Las Bambas.  1. ¿Cuál es para usted el motivo que da origen al conflicto? Pablo de la Flor: No podemos entender la polarización y radicalización del conflicto de Las Bambas sin considerar la lamentable injerencia de los hoy detenidos asesores, cuya actuación chantajista imposibilitó que la comunidad, la empresa y el Estado arribaran a entendimientos constructivos en torno a controversias que podrían haberse resuelto por otros medios.  José de Echave: Las sobreexpectativas que se generaron, los compromisos que no se cumplieron y una carretera que se construyó sin que el Ministerio de Transportes y Comunicaciones implemente sus propias directrices, ignorando a los propietarios: las comunidades.  2. ¿Es justificable el bloqueo de carretera como protesta? Pablo de la Flor: El bloqueo de vías constituye una violación de la ley y resulta absolutamente inadmisible si queremos mantener el Estado de derecho en el que vivimos. En ese sentido, hace falta desterrar la impunidad de la que gozan aquellos que atropellan el derecho de todos los peruanos a movilizarnos libremente por vías de uso público. La mejor forma de resolver nuestras diferencias no es recurriendo a la violencia, sino al diálogo directo y pacífico, sin condicionamientos ni amenazas.  José de Echave: Est claro que bloquear una carretera vulnera la ley. Mi opinión siempre será optar por caminos dialogados, pacíficos e institucionales. Al mismo tiempo quiero comentar que en los últimos años hemos acompañado innumerables veces a las comunidades a hacer gestiones, tocar puertas de los ministerios, pidiendo diálogo, que se cumplan acuerdos. Todos esos intentos fueron en vano y he podido ver en directo la decepción y los maltratos a los que han sido sometidos sus representantes. El bloqueo también lo entiendo como un acto de desesperación de peruanos que han sido y siguen siendo excluidos. Una comunidad no es una organización criminal.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.2109,"-1","Unknown",0.0144,"702","minera mmg bambas, proyecto minero bambas, minera bambas, comuneros fuerabamba, comunidad fuerabamba",0.0065,"2019"
"Editorial","“El Estado puede insistir con el actual mentiroso proteccionismo laboral, que promete ayudar a todos los trabajadores, pero que en la práctica solo favorece a una minoría privilegiada, o puede apostar por una reforma que reduzca los sobrecostos y que abra las puertas a la mayoría de peruanos a empleos formales y de calidad”. Editorial de El Comercio Protecciones mentirosas / 5 de setiembre del 2014  editorial  Curitas laborales  Las últimas medidas laborales son un paso adelante, pero no son suficientes para crecer en el largo plazo.  Como parte de las medidas que viene adoptando el Ejecutivo para reactivar la economía, el pasado viernes se envió al Congreso un proyecto de ley que buscará flexibilizar el mercado laboral. Así, esta reforma apunta a fomentar la productividad y la competitividad de las empresas. Lo cierto es que, si bien el proyecto representa un paso en la dirección correcta, en la práctica esta iniciativa dista mucho de ser la reforma laboral que nuestro país necesita para crecer en el largo plazo.  Una de las medidas más sonadas ha sido la flexibilización del cese colectivo. Se ha propuesto reducir el porcentaje de trabajadores que puedan ser cesados de 10% a 5% para aquellas empresas que se encuentren en crisis económica; es decir, para aquellas empresas que tengan tres balances trimestrales consecutivos en rojo. Si bien esta medida es positiva, pues permite que las empresas que atraviesen por una mala situación puedan cesar a trabajadores y así repotenciar-se y evitar la quiebra, no resuelve el problema de fondo que afrontan las empresas: la estabilidad laboral absoluta.  Esta última tiene su origen en el Tribunal Constitucional (TC), que ha establecido, en una serie de resoluciones, que los despidos que no se hagan por alguna de las causas que permita la ley no solo obligará a las empresas a pagar al trabajador una indemnización, sino que siempre darán lugar a una posible reposición.  El problema con lo anterior es que, dado que las causales por las que se puede despedir a un trabajador son muy estrictas, las empresas se ven forzadas a mantener a un empleado que no es el más adecuado para el puesto. As no solo se perjudica a la empresa –que podría estar invirtiendo en personal más calificado–, sino también a las personas con mayores competencias que, de existir un régimen más flexible, podrían obtener el puesto en cuestión. Y también se perjudica a la sociedad, pues se desperdician recursos que podrían usarse en generar mayor crecimiento.  Por ello, sería importante que el renovado TC modifique su criterio y que el Congreso apruebe más causales por despido, pues solo así nuestro país dejará de estar rezagado en comparación con otros países de la región en lo que a la flexibilidad en la contratación se refiere.  Otra de las medidas propuestas por el gobierno para fomentar la productividad es la posibilidad de otorgar un bono a los trabajadores con un límite de hasta 20% de su remuneración anual. Lo novedoso de esta medida es el hecho de que el bono tendrá carácter “no remunerativo”, por lo que no tendrían que pagarse beneficios sociales y laborales sobre este. Una vez más vemos que si bien la medida es positiva –ya que no genera un sobrecosto adicional–, contribuye poco para disminuirlos. Actualmente, los sobrecostos laborales en el Perú se encuentran alrededor del 69%, también uno de los más altos de la región.  Finalmente, el Ejecutivo ha propuesto la reducción de los costos para la formalización de las microempresas y pequeñas empresas (mypes). Es decir, aquellas empresas que tomen la decisión de formalizar a sus trabajadores se regirán por una normativa distinta y especial cuando toque a los derechos laborales y beneficios sociales que se han generado durante el período anterior a la fecha de formalización y que adeudaran a sus trabajadores. Esta medida incentivará la formalización, pues permitirá ahorros de entre 17% y 37% en deudas laborales para la pequeña empresa y microempresa, respectivamente. Sin embargo, para que esta medida tenga un verdadero efecto, debió haber sido acompañada por la disminución de otros altos costos de la formalización.  Si bien la propuesta del Ejecutivo tiene medidas importantes para mejorar el rgido régimen laboral, lamentablemente dista de ser la reforma que necesitamos para ser realmente competitivos, atraer mayor inversión, reducir la informalidad y, así, crecer más. El Ejecutivo debería apuntar a hacer una cirugía integral y no a poner curitas a un sistema magullado.","elcomercio",2014-11-25,"Editorial. “El Estado puede insistir con el actual mentiroso proteccionismo laboral, que promete ayudar a todos los trabajadores, pero que en la práctica solo favorece a una minoría privilegiada, o puede apostar por una reforma que reduzca los sobrecostos y que abra las puertas a la mayoría de peruanos a empleos formales y de calidad”. Editorial de El Comercio Protecciones mentirosas / 5 de setiembre del 2014  editorial  Curitas laborales  Las últimas medidas laborales son un paso adelante, pero no son suficientes para crecer en el largo plazo.  Como parte de las medidas que viene adoptando el Ejecutivo para reactivar la economía, el pasado viernes se envió al Congreso un proyecto de ley que buscará flexibilizar el mercado laboral. Así, esta reforma apunta a fomentar la productividad y la competitividad de las empresas. Lo cierto es que, si bien el proyecto representa un paso en la dirección correcta, en la práctica esta iniciativa dista mucho de ser la reforma laboral que nuestro país necesita para crecer en el largo plazo.  Una de las medidas más sonadas ha sido la flexibilización del cese colectivo. Se ha propuesto reducir el porcentaje de trabajadores que puedan ser cesados de 10% a 5% para aquellas empresas que se encuentren en crisis económica; es decir, para aquellas empresas que tengan tres balances trimestrales consecutivos en rojo. Si bien esta medida es positiva, pues permite que las empresas que atraviesen por una mala situación puedan cesar a trabajadores y así repotenciar-se y evitar la quiebra, no resuelve el problema de fondo que afrontan las empresas: la estabilidad laboral absoluta.  Esta última tiene su origen en el Tribunal Constitucional (TC), que ha establecido, en una serie de resoluciones, que los despidos que no se hagan por alguna de las causas que permita la ley no solo obligará a las empresas a pagar al trabajador una indemnización, sino que siempre darán lugar a una posible reposición.  El problema con lo anterior es que, dado que las causales por las que se puede despedir a un trabajador son muy estrictas, las empresas se ven forzadas a mantener a un empleado que no es el más adecuado para el puesto. As no solo se perjudica a la empresa –que podría estar invirtiendo en personal más calificado–, sino también a las personas con mayores competencias que, de existir un régimen más flexible, podrían obtener el puesto en cuestión. Y también se perjudica a la sociedad, pues se desperdician recursos que podrían usarse en generar mayor crecimiento.  Por ello, sería importante que el renovado TC modifique su criterio y que el Congreso apruebe más causales por despido, pues solo así nuestro país dejará de estar rezagado en comparación con otros países de la región en lo que a la flexibilidad en la contratación se refiere.  Otra de las medidas propuestas por el gobierno para fomentar la productividad es la posibilidad de otorgar un bono a los trabajadores con un límite de hasta 20% de su remuneración anual. Lo novedoso de esta medida es el hecho de que el bono tendrá carácter “no remunerativo”, por lo que no tendrían que pagarse beneficios sociales y laborales sobre este. Una vez más vemos que si bien la medida es positiva –ya que no genera un sobrecosto adicional–, contribuye poco para disminuirlos. Actualmente, los sobrecostos laborales en el Perú se encuentran alrededor del 69%, también uno de los más altos de la región.  Finalmente, el Ejecutivo ha propuesto la reducción de los costos para la formalización de las microempresas y pequeñas empresas (mypes). Es decir, aquellas empresas que tomen la decisión de formalizar a sus trabajadores se regirán por una normativa distinta y especial cuando toque a los derechos laborales y beneficios sociales que se han generado durante el período anterior a la fecha de formalización y que adeudaran a sus trabajadores. Esta medida incentivará la formalización, pues permitirá ahorros de entre 17% y 37% en deudas laborales para la pequeña empresa y microempresa, respectivamente. Sin embargo, para que esta medida tenga un verdadero efecto, debió haber sido acompañada por la disminución de otros altos costos de la formalización.  Si bien la propuesta del Ejecutivo tiene medidas importantes para mejorar el rgido régimen laboral, lamentablemente dista de ser la reforma que necesitamos para ser realmente competitivos, atraer mayor inversión, reducir la informalidad y, así, crecer más. El Ejecutivo debería apuntar a hacer una cirugía integral y no a poner curitas a un sistema magullado.","-1","Unknown",0.0105,"360","empresas informales, mercado laboral, salario minimo, informalidad laboral, empleo formal",0.0543,"744","reforma laboral, laboral peruana, ministro trabajo, legislacion laboral, derechos laborales",0.3522,"2014"
