"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob","year"
"LA ASOCIACIÓN INTERNACIONAL DE DESARROLLO DE LA SELVA PERUANA EXIGE SU DEROGACIÓN INMEDIATA","La Asociación Internacional de Desarrollo de la Selva Peruana exige su derogación inmediata por atentar contra la vida e integridad de los pueblos de esa región. En paralelo, el Ministerio de Cultura considera que existe sólida evidencia de que (las nuevas vías) en la Amazonía fomentan el crecimiento de actividades ilícitas, como el tráfico ilegal de madera, la minería ilegal y el narcotráfico.","peru21",2018-01-26,"LA ASOCIACIÓN INTERNACIONAL DE DESARROLLO DE LA SELVA PERUANA EXIGE SU DEROGACIÓN INMEDIATA. La Asociación Internacional de Desarrollo de la Selva Peruana exige su derogación inmediata por atentar contra la vida e integridad de los pueblos de esa región. En paralelo, el Ministerio de Cultura considera que existe sólida evidencia de que (las nuevas vías) en la Amazonía fomentan el crecimiento de actividades ilícitas, como el tráfico ilegal de madera, la minería ilegal y el narcotráfico.","-1","Unknown","4e-04","-1","Unknown","0.0105","1579","formalizacion minera, mineros ilegales, formalizacion mineria, mineros informales, mineria ilegal","0.1357","2018"
"Peligran vidas en playas debido a consumo de alcohol","Para el entonces burgomaestre Luis Castañeda Lossio, el cambio de dinero en las calles no solo genera inseguridad, sino que el consumo de bebidas alcohólicas en la playa y otros lugares públicos no solo pone en peligro a ellos mismos, sino a la población y los peatones. La gerente de Fiscalización del municipio de La Victoria, Susel Paredes, afirmó que su oficina quedó desmantelada y sin capacidad para sancionar. Quedaron 723 clausuras pendientes. El lunes empezamos con un paquete, con las más antiguas, anunció. Dijo que impondrá multas a las gaseras clandestinas que guardan artículos de los ambulantes y, además, van a tener tiendas vendiendo en la calle. Agregó que su gerencia administrará Defensa Civil. Para nosotros la tolerancia es muerte de gente humana. De Gamarra, si hay heladerías que cuentan con medidas de seguridad adecuada y más sellos darán permisos. Haremos operativos con la Sunafil. No vamos a permitir actos de sabotaje y expansión de personas, señaló. Precisó que la infracción a la ley no tiene racionalidad y que los ambulantes venezolanos van a ser multados y su mercadería retenida. He personificado avisando, desde el 1 de enero, 12 horas diaria, apuntó.","correo",2019-01-07,"Peligran vidas en playas debido a consumo de alcohol. Para el entonces burgomaestre Luis Castañeda Lossio, el cambio de dinero en las calles no solo genera inseguridad, sino que el consumo de bebidas alcohólicas en la playa y otros lugares públicos no solo pone en peligro a ellos mismos, sino a la población y los peatones. La gerente de Fiscalización del municipio de La Victoria, Susel Paredes, afirmó que su oficina quedó desmantelada y sin capacidad para sancionar. Quedaron 723 clausuras pendientes. El lunes empezamos con un paquete, con las más antiguas, anunció. Dijo que impondrá multas a las gaseras clandestinas que guardan artículos de los ambulantes y, además, van a tener tiendas vendiendo en la calle. Agregó que su gerencia administrará Defensa Civil. Para nosotros la tolerancia es muerte de gente humana. De Gamarra, si hay heladerías que cuentan con medidas de seguridad adecuada y más sellos darán permisos. Haremos operativos con la Sunafil. No vamos a permitir actos de sabotaje y expansión de personas, señaló. Precisó que la infracción a la ley no tiene racionalidad y que los ambulantes venezolanos van a ser multados y su mercadería retenida. He personificado avisando, desde el 1 de enero, 12 horas diaria, apuntó.","-1","Unknown","0.0115","-1","Unknown","0.044","101","municipalidad lima, municipalidad victoria, comerciantes informales, alcalde victoria, comerciantes ambulantes","1","2019"
"Participación de Cusa Sac.","Comunica a sus empleados que laboraron en el periodo imponible 2016, que de acuerdo a lo establecido en el Decreto Legislativo No 862 y DS N° R., tienen derecho a percibir la distribución de utilidades de la empresa. Para tal efecto deberán acercarse a recibir el pago correspondiente en las oficinas de la empresa: La Posta 487 Oficina 303 – 304 – San Borja, de Lunes a Viernes de 8.30am a 5.30pm, portando su DNI.","correo",2017-03-07,"Participación de Cusa Sac.. Comunica a sus empleados que laboraron en el periodo imponible 2016, que de acuerdo a lo establecido en el Decreto Legislativo No 862 y DS N° R., tienen derecho a percibir la distribución de utilidades de la empresa. Para tal efecto deberán acercarse a recibir el pago correspondiente en las oficinas de la empresa: La Posta 487 Oficina 303 – 304 – San Borja, de Lunes a Viernes de 8.30am a 5.30pm, portando su DNI.","16","tasa desempleo, informalidad laboral, trabajo promocion empleo, promocion empleo mtpe, promocion empleo","0.0422","150","pago participacion, participacion utilidades ejercicio, pago participacion utilidades, participacion utilidades, comunica trabajadores","1","204","pago participacion utilidades, participacion utilidades, reparto utilidades, participar distribucion utilidades, distribucion utilidades empresa","0.4304","2017"
"Subsidiar los aportes sociales permitirá impulsar el empleo juvenil en el Perú","Para mejorar las condiciones de trabajo de los jóvenes, grupo con la mayor tasa de desempleo e informalidad laboral, el Ministerio de Trabajo y Promoción del Empleo (MTPE) ha propuesto que el Estado cubra los aportes de pensiones y de EsSalud para hacer más atractiva su contratación formal.","correo",2018-12-06,"Subsidiar los aportes sociales permitirá impulsar el empleo juvenil en el Perú. Para mejorar las condiciones de trabajo de los jóvenes, grupo con la mayor tasa de desempleo e informalidad laboral, el Ministerio de Trabajo y Promoción del Empleo (MTPE) ha propuesto que el Estado cubra los aportes de pensiones y de EsSalud para hacer más atractiva su contratación formal.","16","tasa desempleo, informalidad laboral, trabajo promocion empleo, promocion empleo mtpe, promocion empleo","0.0329","185","sector informal, gran masa trabajadores, trabajo promocion empleo, promocion empleo, sector publico","1","258","ministro trabajo promocion, consejo nacional trabajo, ministerio trabajo promocion, ministro trabajo, ministerio trabajo","0.2643","2018"
"Por un nuevo régimen laboral juvenil","El mayor drama de los jóvenes es no encontrar trabajo. La nueva ley apunta a revertir este sentido. La batalla por un nuevo régimen laboral no es económica, sino moral. No es justo que jóvenes no sean contratados por culpa del actual régimen laboral. Que la nueva ley deduzca impuestos al 100% por capacitación a los nuevos jóvenes es un avance en la dirección correcta. Restablece la confianza económica que se hacen necesaria ante un largo camino aún lista. Los que quieren sus tractores es la libertad. Quieren negar la libre elección de los empresarios. Es sabible que se quiera establecer que estarán mejor los jóvenes sin trabajo que con trabajo. Es un contrasentido. Ser una amenaza completa, es un avance hacia la derogación de las leyes laborales, que son irracionales porque tienden a generar desempleo y en especial en la juventud. Por ello, los mercados deben ser libres para que se equilibre la oferta con la demanda.  No hay argumentos lo suficientemente convincentes para justificar que solo debe haber libertad en el mercado de bienes y servicios y no en los mercados factoriales. Una economía con libertades y esclavitudes al mismo tiempo, crea grandes distorsiones e injusticias.  Cualquier ley laboral siempre limitará la libertad de elección empresarial. Y eso es injusto. Es tan injusto como limitar nuestra libertad de compra de alimentos o ropa. Una posición equilibrada es no generar ninguna ley gubernamental que regule las leyes económicas y, más aún, las laborales.","gestion",2014-12-22,"Por un nuevo régimen laboral juvenil. El mayor drama de los jóvenes es no encontrar trabajo. La nueva ley apunta a revertir este sentido. La batalla por un nuevo régimen laboral no es económica, sino moral. No es justo que jóvenes no sean contratados por culpa del actual régimen laboral. Que la nueva ley deduzca impuestos al 100% por capacitación a los nuevos jóvenes es un avance en la dirección correcta. Restablece la confianza económica que se hacen necesaria ante un largo camino aún lista. Los que quieren sus tractores es la libertad. Quieren negar la libre elección de los empresarios. Es sabible que se quiera establecer que estarán mejor los jóvenes sin trabajo que con trabajo. Es un contrasentido. Ser una amenaza completa, es un avance hacia la derogación de las leyes laborales, que son irracionales porque tienden a generar desempleo y en especial en la juventud. Por ello, los mercados deben ser libres para que se equilibre la oferta con la demanda.  No hay argumentos lo suficientemente convincentes para justificar que solo debe haber libertad en el mercado de bienes y servicios y no en los mercados factoriales. Una economía con libertades y esclavitudes al mismo tiempo, crea grandes distorsiones e injusticias.  Cualquier ley laboral siempre limitará la libertad de elección empresarial. Y eso es injusto. Es tan injusto como limitar nuestra libertad de compra de alimentos o ropa. Una posición equilibrada es no generar ninguna ley gubernamental que regule las leyes económicas y, más aún, las laborales.","750","ley empleo juvenil, fomento empleo juvenil, promocion empleo juvenil, promover empleo juvenil, empleo juvenil es","0,1293","583","salario minimo, salario minimo es, pleno empleo, mercado laboral, baja productividad","0,0424","-1","Unknown","1e-04","2014"
NA,"— Ahora, parece difícil que vaya a plantear algo, no? Porque tienen un ministro de Trabajo contrario a cualquier reforma laboral.  Yo he hablado con el ministro de Trabajo. Es una persona muy sólida academicamente y yo creo que sí quiere hacer reformas partiendo de bases muy sólidas. Incluso hablé de organizar un foro internacional para el tema del fortalecimiento de capacidades.  — Pero qué clase de reformas? Porque cuando se le ha preguntado por el estudio de Miguel Jaramillo que demuestra que, a partir de la sentencia del Tribunal Constitucional del 2002 que restablece la estabilidad laboral absoluta, los contratos a plazo fijo se han incrementado tremendamente, afectando incluso la sindicalización, él dice que no, que eso viene desde antes...  Desconozco la opinión del ministro en ese punto, pero sí creo que el estudio de Miguel Jaramillo es uno de los temas que el ministerio tiene que abordar. El ministerio tiene que estar, es verdad, de parte del trabajador, que es el lado débil de la relación laboral, pero no al punto de tener unas normas laborales que nos quiten competitividad y productividad.  — Y que a la larga quitan salarios porque en un país en el que no hay competitividad los sueldos no se incrementan.  A eso me refiero, el ministerio tiene que ser esa balanza, ese equilibrio entre los derechos laborales que todos tenemos que respetar…   — …pero si en el Perú muy pocos tienen derechos laborales porque la gran mayoría de las empresas no puede cumplir esas normas. Lo que debería hacer el ministerio es ampliar la base de los que tienen derechos laborales. Yo no le puedo decir al ministro qué va a hacer, lo que yo sí te puedo asegurar es que si el Ejecutivo no piensa hacer nada en el tema laboral, estas cifras de pobreza, de informalidad, no se van a mover. Al Ejecutivo le toca plantear soluciones. Yo, al menos, como congresista, estoy totalmente dispuesta a comprometerme con reformas de este tipo.","elcomercio",2018-04-30,"— Ahora, parece difícil que vaya a plantear algo, no? Porque tienen un ministro de Trabajo contrario a cualquier reforma laboral.  Yo he hablado con el ministro de Trabajo. Es una persona muy sólida academicamente y yo creo que sí quiere hacer reformas partiendo de bases muy sólidas. Incluso hablé de organizar un foro internacional para el tema del fortalecimiento de capacidades.  — Pero qué clase de reformas? Porque cuando se le ha preguntado por el estudio de Miguel Jaramillo que demuestra que, a partir de la sentencia del Tribunal Constitucional del 2002 que restablece la estabilidad laboral absoluta, los contratos a plazo fijo se han incrementado tremendamente, afectando incluso la sindicalización, él dice que no, que eso viene desde antes...  Desconozco la opinión del ministro en ese punto, pero sí creo que el estudio de Miguel Jaramillo es uno de los temas que el ministerio tiene que abordar. El ministerio tiene que estar, es verdad, de parte del trabajador, que es el lado débil de la relación laboral, pero no al punto de tener unas normas laborales que nos quiten competitividad y productividad.  — Y que a la larga quitan salarios porque en un país en el que no hay competitividad los sueldos no se incrementan.  A eso me refiero, el ministerio tiene que ser esa balanza, ese equilibrio entre los derechos laborales que todos tenemos que respetar…   — …pero si en el Perú muy pocos tienen derechos laborales porque la gran mayoría de las empresas no puede cumplir esas normas. Lo que debería hacer el ministerio es ampliar la base de los que tienen derechos laborales. Yo no le puedo decir al ministro qué va a hacer, lo que yo sí te puedo asegurar es que si el Ejecutivo no piensa hacer nada en el tema laboral, estas cifras de pobreza, de informalidad, no se van a mover. Al Ejecutivo le toca plantear soluciones. Yo, al menos, como congresista, estoy totalmente dispuesta a comprometerme con reformas de este tipo.","-1","Unknown","0.002","-1","Unknown","0.0225","316","trabajadores formales, ministro trabajo, consejo nacional trabajo, reforma laboral, ministerio trabajo","0.0609","2018"
"La remuneración mínima","La remuneración mínima  se crea por una razón  technical durante el gran periodo de  depresión de la economía de  Estados Unidos en 1938. La  razón fue proteger a una  gran masa de trabajadores  que tenían un salario muy  reducido para sostener a  sus familias, debido a una  enorme masa de  desempleados dispuestos a trabajar  por lo que sea.  ] a — r m que se hizo es  quoella persona no puede ser mirado  solamente como un factor de  producción, como lo es una  máquina o el capital.  Es claro que en el Per el  incremento del salario  mínimo no afecta la inflación, y no es claro que su efecto  global en el empleo formal  es negativo, por la  segmentación de nuestro mercado  laboral. La pequeña  presa formal  generalmente paga sobre el salario  mínimo, mientras que la  pequeña empresa informal  paga aproximadamente lo  mismo.  Por otro lado, no se puede  armarse que la miseria de la pequeña empresa se  debe al nivel del salario al  trabajador, sino que otros  factores como son SUS  difíciles condiciones de  manejo y alto coste de  capitalización que sí aparecen  como determinantes. Un  ejemplo  típico agrario que se ha  transformado porque ha  respondido a la gran demanda  externa y ha podido  expandirse y pagar salarios por  encima del salario mínimo. Lo  anterior no quita la  importancia de ser prudentemente  tener una política de salario  mínimo, y realizarla más  acorde con un índice de  inflación de los alimentos, eléctricidad y transporte.","gestion",2019-11-15,"La remuneración mínima. La remuneración mínima  se crea por una razón  technical durante el gran periodo de  depresión de la economía de  Estados Unidos en 1938. La  razón fue proteger a una  gran masa de trabajadores  que tenían un salario muy  reducido para sostener a  sus familias, debido a una  enorme masa de  desempleados dispuestos a trabajar  por lo que sea.  ] a — r m que se hizo es  quoella persona no puede ser mirado  solamente como un factor de  producción, como lo es una  máquina o el capital.  Es claro que en el Per el  incremento del salario  mínimo no afecta la inflación, y no es claro que su efecto  global en el empleo formal  es negativo, por la  segmentación de nuestro mercado  laboral. La pequeña  presa formal  generalmente paga sobre el salario  mínimo, mientras que la  pequeña empresa informal  paga aproximadamente lo  mismo.  Por otro lado, no se puede  armarse que la miseria de la pequeña empresa se  debe al nivel del salario al  trabajador, sino que otros  factores como son SUS  difíciles condiciones de  manejo y alto coste de  capitalización que sí aparecen  como determinantes. Un  ejemplo  típico agrario que se ha  transformado porque ha  respondido a la gran demanda  externa y ha podido  expandirse y pagar salarios por  encima del salario mínimo. Lo  anterior no quita la  importancia de ser prudentemente  tener una política de salario  mínimo, y realizarla más  acorde con un índice de  inflación de los alimentos, eléctricidad y transporte.","-1","Unknown","0,0394","583","salario minimo, salario minimo es, pleno empleo, mercado laboral, baja productividad","1","913","aumento remuneracion minima, aumento sueldo minimo, incremento remuneracion minima, aumento salario minimo, incremento salario minimo","0,1159","2019"
"Operativo en Madre de Dios","En un operativo se destruyeron un centenar de maquinarias e insumos usados en la extracción ilegal de oro en Madre de Dios. El Ejecutivo dijo que la interdicción no incluyó a los mineros en proceso de formalización.","gestion",2014-04-30,"Operativo en Madre de Dios. En un operativo se destruyeron un centenar de maquinarias e insumos usados en la extracción ilegal de oro en Madre de Dios. El Ejecutivo dijo que la interdicción no incluyó a los mineros en proceso de formalización.","685","mineria ilegal, minera ilegal, ley mineria, mineros ilegales, formalizacion minera","0,0645","-1","Unknown","0,0211","-1","Unknown","0,0188","2014"
"El Estado y firmas financieras son las que más personal contratarán","Las expectativas de contratación de personal son favorables para el próximo año, según el último estudio de Manpower. De acuerdo con la consultora, en neto, el 12% de los empleadores peruanos anticipa un aumento de su personal en el primer trimestre del año, cifra que dista de los últimos cuatro trimestres, en que el porcentaje de dichos empleadores llegó apenas al 2%.  —Por segmento— En cuanto a los sectores que serían los más dinámicos el próximo año, Manpower destacó la administración pública, el sector financiero y construcción. En los tres grupos, el porcentaje de empleadores que prevé aumentar su personal superó el 12%.  En cuanto a las regiones, Ucayali y Arequipa superaron la media de empleadores con 21% y 14%, respectivamente. Le siguen la Gran Lima con 12% y Lambayeque con 10%  El estudio de Manpower también dio cuenta de que las medianas y las grandes empresas son las más optimistas en cuanto a contratación. Así, el 22% de las medianas compañías prevé contratar personal en el primer trimestre del 2018 y 16% en el caso de las grandes.","elcomercio",2017-12-13,"El Estado y firmas financieras son las que más personal contratarán. Las expectativas de contratación de personal son favorables para el próximo año, según el último estudio de Manpower. De acuerdo con la consultora, en neto, el 12% de los empleadores peruanos anticipa un aumento de su personal en el primer trimestre del año, cifra que dista de los últimos cuatro trimestres, en que el porcentaje de dichos empleadores llegó apenas al 2%.  —Por segmento— En cuanto a los sectores que serían los más dinámicos el próximo año, Manpower destacó la administración pública, el sector financiero y construcción. En los tres grupos, el porcentaje de empleadores que prevé aumentar su personal superó el 12%.  En cuanto a las regiones, Ucayali y Arequipa superaron la media de empleadores con 21% y 14%, respectivamente. Le siguen la Gran Lima con 12% y Lambayeque con 10%  El estudio de Manpower también dio cuenta de que las medianas y las grandes empresas son las más optimistas en cuanto a contratación. Así, el 22% de las medianas compañías prevé contratar personal en el primer trimestre del 2018 y 16% en el caso de las grandes.","284","empleo informal, trabajadores informales, informalidad laboral, empleo formal, promocion empleo","0.0113","-1","Unknown","0.0268","-1","Unknown","0.0283","2017"
"Rincón del Autor","Contaminadores, ladrones y amigos de narcos  Martha Meier M.Q. Editora de Fin de Semana y Suplementos mmeier@comercio.com.pe  La minera ilegal, eufemísticamente llamada informal, le roba al Perú unos 600 millones de dólares anuales en impuestos y, además, lava cerca de 500 millones de dólares del narcotráfico. Es una mafia organizada, poderosa y multimillonaria que mueve 2 mil millones de dólares cada año, es decir el doble que los narcos.  La lacra de la minera ilegal se extiende sobre cerca del 2% del territorio nacional, devasta ecosistemas en costa, sierra y selva, y contamina con mercurio a niveles sin precedentes. Remediar estos pasivos ambientales tardará décadas y demandará un gasto de varios miles de millones. Si la gran minería formal generara un mínimo de daños similares, veríamos a políticos oportunistas, ONG en búsqueda de financiamiento internacional, presidentes regionales en su imaginaria lucha épica y un sinfín de denunciantes. ¿Por qué nadie grita como en Conga, digamos?  Los mineros ilegales exportan la cuarta parte del oro peruano, a vista y paciencia de las autoridades, contaminan, depredan, se apoderan de recursos minerales que pertenecen a todos los peruanos, no tributan, no pagan canon, explotan laboralmente a niños y mujeres, crean polos de corrupción, prostitución y vicios, viven al margen de la ley y hasta imponen su propia ley.  ¿Acaso tanta mano blanda se relaciona con los dos mil millones que mueven los mineros ilegales, o con el hecho de que esa actividad blanquee plata del narcotráfico? Y todos los estamentos del gobierno se arrodillan ante los ilegales y ceden a sus chantajes. Hace pocas semanas, en el Congreso, más de un centenar de parlamentarios (¡o sea casi el pleno!) votaron para que esa perversa actividad fuera excluida de la nueva ley contra el crimen organizado. Como si no lo fuera! As las cosas, salta la pregunta: ¿acaso tanta mano blanda se relaciona con los dos mil millones que mueven los mineros ilegales, o con el hecho de que esa actividad blanquee plata del narcotráfico?  La semana pasada el ministro del Ambiente, Manuel Pulgar-Vidal, trató de desviar la atención con una muy mediática y visual operación en Madre de Dios. Muy publicitada, muy fotografiada, muy televisada, pero la minera ilegal ahí, sigue avanzando!  Se supondría que la señora Tania Quispe, jefa de la Sunat, debería interesarse en cobrar los 600 millones que roban los exportadores de oro ilegal. Pero su más reciente anuncio es que fiscalizar a grupos económicos. [...] veremos qué empresas andan realizando procedimientos de reorganización de sociedades, y evaluaremos si son procesos que tienen una justificación económica, ha dicho. De lo otro, nada.  Frente a este desolador panorama, pareciera que el gobierno sí encuentra una inexplicable justificación económica en la minera ilegal.  Algo debe estar pudriéndose porque algo aquí huele feo, muy feo.","elcomercio",2013-09-07,"Rincón del Autor. Contaminadores, ladrones y amigos de narcos  Martha Meier M.Q. Editora de Fin de Semana y Suplementos mmeier@comercio.com.pe  La minera ilegal, eufemísticamente llamada informal, le roba al Perú unos 600 millones de dólares anuales en impuestos y, además, lava cerca de 500 millones de dólares del narcotráfico. Es una mafia organizada, poderosa y multimillonaria que mueve 2 mil millones de dólares cada año, es decir el doble que los narcos.  La lacra de la minera ilegal se extiende sobre cerca del 2% del territorio nacional, devasta ecosistemas en costa, sierra y selva, y contamina con mercurio a niveles sin precedentes. Remediar estos pasivos ambientales tardará décadas y demandará un gasto de varios miles de millones. Si la gran minería formal generara un mínimo de daños similares, veríamos a políticos oportunistas, ONG en búsqueda de financiamiento internacional, presidentes regionales en su imaginaria lucha épica y un sinfín de denunciantes. ¿Por qué nadie grita como en Conga, digamos?  Los mineros ilegales exportan la cuarta parte del oro peruano, a vista y paciencia de las autoridades, contaminan, depredan, se apoderan de recursos minerales que pertenecen a todos los peruanos, no tributan, no pagan canon, explotan laboralmente a niños y mujeres, crean polos de corrupción, prostitución y vicios, viven al margen de la ley y hasta imponen su propia ley.  ¿Acaso tanta mano blanda se relaciona con los dos mil millones que mueven los mineros ilegales, o con el hecho de que esa actividad blanquee plata del narcotráfico? Y todos los estamentos del gobierno se arrodillan ante los ilegales y ceden a sus chantajes. Hace pocas semanas, en el Congreso, más de un centenar de parlamentarios (¡o sea casi el pleno!) votaron para que esa perversa actividad fuera excluida de la nueva ley contra el crimen organizado. Como si no lo fuera! As las cosas, salta la pregunta: ¿acaso tanta mano blanda se relaciona con los dos mil millones que mueven los mineros ilegales, o con el hecho de que esa actividad blanquee plata del narcotráfico?  La semana pasada el ministro del Ambiente, Manuel Pulgar-Vidal, trató de desviar la atención con una muy mediática y visual operación en Madre de Dios. Muy publicitada, muy fotografiada, muy televisada, pero la minera ilegal ahí, sigue avanzando!  Se supondría que la señora Tania Quispe, jefa de la Sunat, debería interesarse en cobrar los 600 millones que roban los exportadores de oro ilegal. Pero su más reciente anuncio es que fiscalizar a grupos económicos. [...] veremos qué empresas andan realizando procedimientos de reorganización de sociedades, y evaluaremos si son procesos que tienen una justificación económica, ha dicho. De lo otro, nada.  Frente a este desolador panorama, pareciera que el gobierno sí encuentra una inexplicable justificación económica en la minera ilegal.  Algo debe estar pudriéndose porque algo aquí huele feo, muy feo.","-1","Unknown","0.0065","205","minera ilegal, tala ilegal, mineros ilegales, mineria ilegal, nacional areas naturales","0.061","330","mineria ilegal, formalizacion minera, mineros ilegales, formalizacion mineria, mineros informales","0.084","2013"
"Gobierno emite decreto para sector público","Empleados podrán fraccionar vacaciones en menos de 7 días.  Los trabajadores contratados bajo cualquier régimen tendrán la opción de solicitar desde medio día de descanso, según nueva norma.","correo",2018-09-13,"Gobierno emite decreto para sector público. Empleados podrán fraccionar vacaciones en menos de 7 días.  Los trabajadores contratados bajo cualquier régimen tendrán la opción de solicitar desde medio día de descanso, según nueva norma.","16","tasa desempleo, informalidad laboral, trabajo promocion empleo, promocion empleo mtpe, promocion empleo","0.1475","139","horas dejadas laborar, dia descanso, descanso, dia laborable, laborable","1","280","trabajadores publicos privados, dias trabajadores, dias vacaciones, trabajadores pueden, ministerio trabajo","1","2018"
"Otro mercado mayorista de La Parada, en La Victoria","Tras ello, los trabajadores fueron trasladados a Santa Anita. Pero solo 600 alcanzaron cupos.  Lo que se está haciendo [la subasta] es irregular, a nosotros nos prometieron un puesto luego que salimos de La Parada, sostuvo el comerciante Teobaldo Quispe.  Dice Alessandro Currarino que hay 380 afectados.  Los manifestantes pidieron que se les dé prioridad en la entrega de los puestos a los 380 vendedores provisionales que hay en el mercado.  —No hay marcha atrás—  Jos Luna Bazo, gerente general de Emmsa, explicó que, de acuerdo con la ley, los puestos tendrán que ser necesariamente subastados. Si antes les hicieron promesas [de entregarles un puesto], se trató de ofrecimientos que violaban la ley, dijo.  El funcionario indicó que existen 64 postulantes en la subasta. De acuerdo con el cronograma, la venta de las bases se efectuará hasta el 3 de mayo y la publicación de los resultados se dará el 16 de mayo.","elcomercio",2016-04-29,"Otro mercado mayorista de La Parada, en La Victoria. Tras ello, los trabajadores fueron trasladados a Santa Anita. Pero solo 600 alcanzaron cupos.  Lo que se está haciendo [la subasta] es irregular, a nosotros nos prometieron un puesto luego que salimos de La Parada, sostuvo el comerciante Teobaldo Quispe.  Dice Alessandro Currarino que hay 380 afectados.  Los manifestantes pidieron que se les dé prioridad en la entrega de los puestos a los 380 vendedores provisionales que hay en el mercado.  —No hay marcha atrás—  Jos Luna Bazo, gerente general de Emmsa, explicó que, de acuerdo con la ley, los puestos tendrán que ser necesariamente subastados. Si antes les hicieron promesas [de entregarles un puesto], se trató de ofrecimientos que violaban la ley, dijo.  El funcionario indicó que existen 64 postulantes en la subasta. De acuerdo con el cronograma, la venta de las bases se efectuará hasta el 3 de mayo y la publicación de los resultados se dará el 16 de mayo.","-1","Unknown","0.0119","-1","Unknown","0.0251","388","municipalidad lima, comerciantes informales, municipalidad victoria, ambulantes informales, comerciantes parada","0.2103","2016"
"RECLAME MINERA","Solo se apuesta contra minera ilegal. Postor por Línea 2? Se mantiene 19 de abril como plazo final para formulación. Plantean intervenir 60 plantas de cianuro.","gestion",2014-03-26,"RECLAME MINERA. Solo se apuesta contra minera ilegal. Postor por Línea 2? Se mantiene 19 de abril como plazo final para formulación. Plantean intervenir 60 plantas de cianuro.","685","mineria ilegal, minera ilegal, ley mineria, mineros ilegales, formalizacion minera","0,2029","482","proyecto cobre, mina, inversion us millones, us millones, perforacion","1","1122","inversiones mineras, inversiones exploracion, inversion minera crecio, inversion minera cayo, mineras","1","2014"
"Los resultados de la economía y las expectativas de la normatividad ambiental ‘Me gustaría que el poder judicial encarcele a una madre de minera ilegal’ Ralcastro Pereyra En el caso de los combustibles en Madre de Dios, lo cual es parte del combate de la minera ilegal.","nan","gestion",2013-07-15,"Los resultados de la economía y las expectativas de la normatividad ambiental ‘Me gustaría que el poder judicial encarcele a una madre de minera ilegal’ Ralcastro Pereyra En el caso de los combustibles en Madre de Dios, lo cual es parte del combate de la minera ilegal.. nan","685","mineria ilegal, minera ilegal, ley mineria, mineros ilegales, formalizacion minera","0,1829","-1","Unknown","0,015","880","restaurante lima, estrella michelin, cocina peruana, mejores restaurantes mundo, estrellas michelin","0,0383","2013"
"Les no salariales razonables, que no ahoguen a las pequeñas empresas que tienen éxito, crecen, salen de su régimen especial, y les resulta imposible absorber los mayores costos del régimen general. Veamos:","Si eres empleador chico, absorbes 20% adicional al salario bruto de tus trabajadores por costos laborales no salariales propios del régimen de las Mypes, pero si eres exitoso y tus crecientes ventas y número de empleados te obligan a pasar al régimen general, tendrías que absorber más de 60% adicional al salario bruto que les pagas, y ese salto en costos laborales es humanamente imposible de absorber.  El anticuado régimen general del empleo condena a millones de peruanos a la informalidad. Corregirlo, para que las pequeñas empresas puedan crecer, prosperar y dejar de ser pequeñas, requerirá una larga discusión y la construcción de un nuevo consenso. Este será un inmenso reto para el próximo gobierno. Sería poco responsable debatirlo ahora en un ambiente político tan enrarecido.","correo",2015-02-22,"Les no salariales razonables, que no ahoguen a las pequeñas empresas que tienen éxito, crecen, salen de su régimen especial, y les resulta imposible absorber los mayores costos del régimen general. Veamos:. Si eres empleador chico, absorbes 20% adicional al salario bruto de tus trabajadores por costos laborales no salariales propios del régimen de las Mypes, pero si eres exitoso y tus crecientes ventas y número de empleados te obligan a pasar al régimen general, tendrías que absorber más de 60% adicional al salario bruto que les pagas, y ese salto en costos laborales es humanamente imposible de absorber.  El anticuado régimen general del empleo condena a millones de peruanos a la informalidad. Corregirlo, para que las pequeñas empresas puedan crecer, prosperar y dejar de ser pequeñas, requerirá una larga discusión y la construcción de un nuevo consenso. Este será un inmenso reto para el próximo gobierno. Sería poco responsable debatirlo ahora en un ambiente político tan enrarecido.","16","tasa desempleo, informalidad laboral, trabajo promocion empleo, promocion empleo mtpe, promocion empleo","1","185","sector informal, gran masa trabajadores, trabajo promocion empleo, promocion empleo, sector publico","1","170","aumento sueldo minimo, aumento remuneracion minima, incremento remuneracion minima, remuneracion minima vital, sueldo minimo","0.0197","2015"
