"headline","content","newspaper","date"
"ALTO AL ROBO DE CELULARES","Mi amigo, el fotgrafo Gary, lleg al restaurante por unos fetuccini en salsa de came y agita de ans al tiempo. Mara, el Gobierno lanz la campaa nacional *Celular robado, celular bloqueado*, que busca inhabilitar de forma permanente los telfonos arrebatados a sus dueos. Ojal sea seria, efectiva y logre el objetivo del Ministerio del Interior de reducir en 40%, a diciembre prximo, estos robos, que al da actualmente pasa de los 6 mil 200. Este delito, que ha causado asesinatos de madres y adolescentes, mueve al mes unos 500 mil dlares. Adems, esos celulares son usados por sanguinarios delincuentes para extorsionar y ordenar muertes. El bloqueo de telfonos robados ser perdico y se comenzar con 50 mil. Quienes posean un celular hurtado, recibiran una alerta que les dir que su aparatito es malhabido. Adems, se les informar que tienen 48 horas para entregarlo a su operador. Si lo hacen, mantendrn su lnea y chip para usarlos en otro celular de procedencia legal. Sino lo dan, sern denunciados penalmente por delito de receptacin y podran sufrir entre cuatro y ocho aos de prisin.  Repito, ojal este programa sea el inicio del fin del negociaza del robo de telfonos. Es increble que hasta ahora miles de delincuentes sigan con esta actividad. La tecnologa existe para inhabilitar de forma permanente estos aparatos, lo que no haba era la decisin tanto del Gobierno como de algunas empresas radoras de celulares. Por qu? Los motivos son claros, todos monetarios. Mientras tanto, cuntas mams, paps, nios, adolescentes y jvenes han sido masacrados, cortados y asesinados para arrebatarles sus telfonos. Hoy es una lucrativa actividad por la que sus autores, inclusive, casi siempre salen bien librados si son atrapados. Un da pueden ser turados, pero al siguiente los vemos libres y robando. Eso es incentivar el robo. Si un muchacho ve que un sujeto obtiene plata fcil por un delito y no le pasa nada, entonces quiz lo imite. En lugar de ponerse a trabajar o estudiar! Hay que tener fe en que esta campaa logre buenos resultados, pues as tambin se impedir que extorsionadores, sicarios y otras lacras sigan coordinando y ordenando homicidios y toda clase de crmenes. Muchos asesinatos en las calles han sido decretados desde las crcel donde, increblemente, hasta hoy los famosos bloqueadores de celulares no funcionan. Las prisiones deben ser el prximo objetivo de este Gobierno. El control debe ser frreo, no solo para los criminales, sino tambin para los encargados de su custodia. Gary tiene razn. Me voy, cudense.","trome","11/05/2017"
"ALERTAS Y DENUNCIAS AL WHATSAPP","PAP, CREO QUE EL ENAMORADO DE MI HERMANA ES DONANTE DE ORGANOS: ES QUE TODO EL TIEMPO SE LA PASA OFRECIENDO SU CORAZN  IQ HABLA TROME Plantea luz roja para camiones  G Uno de los principales problemas de Lima es la congestin vehicular en algunas zonas, especialmente en las llamadas horas punta. Propongo como una solucin al caos vehicular prohibir la circulacin de todo transporte de carga a partir de 4 toneladas durante el horario de 6 de la maana a 9 de la noche.  REPORTERO ( COMO SABES Comenta sobre Francia Emmanuel Macron, del partido centralista En Marche [iEn Marcha!] es el nuevo presidente de Francia. El pas galo es la quinta economia mundial, pero desde hace varios aos es afectada por la recesin y la desocupacin, Por consecuencia, el escenario politico es complejo para los franceses y se necesita de un liderazgo fuerte y conciliador.  Julio Lamas Barriga : juliolamasb@hotmail.com :  Exon Luis Flores exonilores—20008@hotmail.com  En temporadas de fiestas se toma la medida propuesta por el lector en zonas como la Carretera Central, En otras zonas han prohibido el paso de camiones por horas despus de algun accidente, pero luego todo sigu igual.","trome","11/05/2017"
"MALISSNU","Cree que el ministro del Interior, Carlos Basombrio, debe ser censurado?  AYER  Cree que Ollanta Humala debe ser procesado por el caso Madre Mia?  SI No  88% 12%","trome","11/05/2017"
"LOS ATRAPAN CON CELULARES ROBADOS","La policia intervino a Cristian Timan Torres (24), Jair Alegre Victorio (23), Luis Torres Delgado (22) y dos personas ms, presuntos raqueteros que aparentemente eran responsables de algunos robos.   Junto a los mencionados, tambin fueron detenidos Joel Pea Llacsahuanga (20) y otra persona en la av. 30 de la avenida Pachactec, cuando se desplazaban a bordo del taxi blanco de placa CIL—518, donde los detectives hallaron el arma blanca y tres celulares, aparentemente, en la guantera del carro, no supieron dar una respuesta lgica sobre su procedencia.   El arma blanca, al parecer, era utilizada para agredir a sus victimas, detall un oficial.","trome","11/05/2017"
"CAE TERROR","Un tercer integrante de la banda criminal que asalt a un padre y su hija cambistas fue arrestado cuando pretendi robar 200 mil dlares a un grupo de comerciantes de moneda extranjera, en Surco. Jeremy Benitez Suarez (23), Curly, cay con Daniel Antonio Zapata (32) y Ramn Hiyo Lozada (63), en las avenidas El Derby y El Polo, portando dos armas de fuego. La policia estableci que Curly le arrebat 175 mil soles a Cesaro Mamani Mamani (63) y a su hija Roxana, en San Miguel.","trome","11/05/2017"
"NO SE DEJ ROBAR","Rateros balean chica  En la puerta de su casa, la empleada Milenka Zuloeta Zuloeta (27) fue herida de un balazo en la pierna al enfrentarse con dos delincuentes que intentaron robarle su cartera, en Ate. Los vecinos de la cuadra 1 de la calle Argel, en la urbanizacin Los Portales de Javier Prado, indicaron que la joven sali de su casa y fue interceptada por los hampones. Los delincuentes quisieron robarle la cartera, ella se defendi y la hirieron en la pierna izquierda, contaron los moradores, quienes pidieron mayor presencia policial en la zona. La joven fue trasladada a la clinica Montefiori.","trome","11/05/2017"
"Denuncia S/.15 — panal Minivan, Combi, Coaster, Bus (renta)","NA","trome","11/05/2017"
"Programa Nacional de Saneamiento Urbano","El Programa Nacional de Saneamiento Urbano del Ministerio de Vivienda, Construcción y Sanamiento necesita contratar conductores de camiones para la atención de emergencias en la zona norte del País (Tumbes, Piura, Lambayeque, La Libertad y Lima).  Requisitos: a) Contar con Licencia de Conducir Adll–C. b) Experiencia mínima de 01 año como chofer/operador de camión en la categoría Adl+C.  El puesto involucra la conducción y operación de vehículos Hidrojets para la limpieza de redes de alcantarillado. Los conductores seleccionados serán capacitados y entrenados, y posteriormente deberán rendir y aprobar la evaluación técnica por parte de SEDAPAL u otra empresa especializada en Hidrojets.  Los interesados que cumplan con los requisitos señalados deberán remitir su curriculum vitae no documentado al correo electrónico: be ea e rd a a ecter ra oe cica.","trome","11/05/2017"
"‘Cuto’ Guadalupe marca distancia de Yahaira Plasencia","No entiendo por qué usaran mi imagen anunciando que irá al programa como jurado, pues les dije que no porque no quería estar incómodo (por la presencia de ‘Yahaira’. La producción sabía mis motivos, no me voy a prestar a ese juego. A mí no me censuraron como a Tilsa, fui yo el que decidió no asistir, comentó ‘Cuto’. Además, criticó a Yahaira por enviarle saludos y besitos a su sobrino Jefferson Farfán, a través de ‘Esto es guerra’. Ella hace todo eso para generar polémica, esas cosas molestan a la familia, pero es inevitable porque vive de eso. El caso de ella (Yahaira) es como el de Tilsa con el Loco.","trome","11/05/2017"
"Dice que le molesta comentario que hizo el Zorro","Nunca he hablado más con Jefferson terminó en los mejores términos porque el futbolista tiene mucho respeto, la relación fue bonita. Es un caballero, dijo la salsera. Michelle Soifer, n, Yahaira felicitó a Alondra por su romance con Christian Meier y la calificó como una mujer muy inteligente porque es feliz sin importarle lo que digan los demás. Si ella es feliz, que lo disfrute, y me parece inteligente porque no le interesa lo que diga el resto. Yo quisiera vivir así, pero estoy traumatizada.","trome","11/05/2017"
"Afirma que hablará de temas actuales para estar vigente","La relación con Antonella marcha muy bien. La próxima semana celebraremos nuestro primer aniversario, finalizó.","trome","11/05/2017"
"Sabe que la compararán con Rulitos","Pero aclara que ella canta, baila y tiene su propio estilo.","trome","11/05/2017"
"Cindy Marino revela que debutará en el cine al lado de Melcochita","Grabé para la película Gemelos sin cura, que se estrenará el 27 de julio y cuenta con la participación de Melcochita y Giovanna Valcercel. Mi personaje se llama Wendy’, quien es una chica de barrio y superdivertida. Es mi debut en la pantalla grande, es una experiencia alucinante y me siento feliz, sostuvo Marino. ¿Cómo interactúa tu personaje en la película? Hacemos travesuras con Damian y El Toyón. Ser la única chica del grupo de hombres. Jamás imaginé que fuera una experiencia tan linda, es muy diferente a hacer televisión. Y es cierto que sales con un presentador de televisión? ¿Qué? Estoy soltera.","trome","11/05/2017"
"Debutar en el cine en la película Gemelos sin cura que grabó con Melcochita","NA","trome","11/05/2017"
"Gustavo (47).— Estimada doctora Carmen, le escribo para que me ayude a encontrar mi media naranja.","Le confieso que antes era un hombre que disfrutaba salir a fiestas, viajar mucho y no quería tener una relación seria con nadie. No me daba cuenta de que con eso estaba alejando de mí la oportunidad de formar una familia. Ahora que llevo una vida más tranquila, quiero conocer a una mujer especial para enamorarme y formar juntos un hogar. Por eso busco entablar comunicación con una señorita de entre 25 a 35 años, soltera y sin hijos. Las interesadas pueden llamarme al 994—710—102.","trome","11/05/2017"
"LA ACTIVIDAD ECONMICA DE LA EMPRESA EN EL DA A DA;","DE PROCEDIMIENTOS FORMA ORDENADA JUEVES 11 DE MAYO DEL 2017 GUSTAVO (47).— Estimada doctora Carmen, le escribo para que me ayude a encontrar mi media naranja. Le confieso que antes era un hombre que disfrutaba salir a fiestas, viajar mucho y no quería tener una relación seria con nadie. No me daba cuenta de que con eso estaba alejando de mí la oportunidad de formar una familia. Ahora que llevo una vida más tranquila, quiero conocer a una mujer especial para enamorarme y formar juntos un hogar. Por eso busco entablar comunicación con una señorita de entre 25 a 35 años, soltera y sin hijos. Las interesadas pueden llamarme al 994—710—102. Mirahifito: Notelamentes de 25 Doctora Carmen Santesnoniciasteunarelauongga esporqueannoestabasprgpg vid Ahora,enestanueyaetapqe Far , conms experienca.sabrasva ol masalapersonaquetengas No olvidestrat n muct Cc%%%%ero.!uchuwem. CARTAS: Jr. Mir Quesada 247, sptimo piso, Lima. _MAlLdoctoracarmen01trome.com CQU1 SIGNIFICA TU NOMBRE? ALMUDENA De origen español. Nombre alusivo a la patrona de Madrid, la Virgen de Almudena, Es de carácter alegre, amable y sabe ceder, En el amor es muy confiada con as quUE... sUN DA COMO HOY gtme blanco alcanza 1981 ns We l ) mm nen Peel , ta es agudo sentido del olfato y odo. no cry y Soul rebel,  ","trome","11/05/2017"
"LAS MUNECAS DE ALMA BELLA","Este ramillete de muñequitas conforman la agrupación Alma Bella, Ellas son Kristy, Lite, Frida, Pamela y Geraldine, quienes no solo conquistan a sus fans con su talento artístico sobre el escenario, sino también con sus generosos encantos. Con ellas, la diversión está asegurada.","trome","11/05/2017"
"LLORA, KENJI, LLORA:","Este Bno lo advirtió. El fujimorismo nunca le perdonará al Gobierno el haber propiciado una pugna que desbordó las estrictas fronteras de la política. PPK lanzó un alfil proponiendo una salida para Fujimori de la Dirección Nacional de Inteligencia (Dirinpe) y solo se esperaba que la mayoría del Congreso, copada por Fuerza Popular, dijera que sí, pero dijo que no. Ni las lágrimas del Chino y Kenji apiadaron a los ‘nuevos’ parlamentarios fujimoristas. El proyecto del ubicuo Vieira se fue por un tubo, pero muchos de ellos anunciaron ‘venganza’. DJEL MÁS INTERPELADO: Nada de lo que hizo el ministro del Interior, Carlos Basombrío, lo salvó de la guillotina armada por el fujimorismo en su último ‘Pleno’, quienes por unanimidad acordaron interpelarlo. Uno puede discrepar respecto a la forma en que la mayoría parlamentaria digita temas muy delicados. Pero en este caso, el jefe de cartera se lo ganó y de lejos. Voy a decir algo. Si un ministro que no se encontrara en la playa y que contara con un buen equipo de inteligencia se enteraba de que los senderistas se habían infiltrado en la marcha por el Día del Trabajo, lo que quedaba era disolverla. Pero eso no sucedió y ahora quieren barnizar con que esa marcha, un poco más, y era tan inofensiva como la de los ‘Boy Scouts’. No, fue apología a un asesino como Abimael Guzmán que derramó tanta sangre de peruanos. ACAPITÁN MANDA: Este columnista cree que el caso Madre Má debe reabrirse. Está claro que por cuestiones políticas se abrió en el 2011. En ese entonces, Ollanta era el candidato de los políticamente correctos y todos pasaron a olvidarlo. Hoy salen más testigos que lo inculpan, que aseguran que mataron a su orden. Pero como sostiene el periodista de investigación Ricardo Uceda, todos, antes de que la conciencia y el deber los obligaran a hablar, le pidieron miles de dólares al candidato y posteriormente al presidente. Concuerdo con el investigador con relación a que el periodismo ya aportó las pruebas y que de ahora en adelante le toca a la Fiscalía, porque van a salir muchos más ‘testigos’ buscando un ‘arreglito’.","trome","11/05/2017"
