"headline","subheadline","author","content","newspaper","date","El loco del martillo","NA","La Seño María","Hoy en día, uno pensaría que...  "
"¡Llegó Lima cuadrada!","","","Es la Lima que conocemos, la Lima que queremos.","trome","2014/01/19","","","",""
"¡Llegó Lima cuadrada!","","","Es la Lima que conocemos, la Lima que queremos.","trome","2014/01/19","","","",""
"","","","","trome","2014/01/19","Contento por fin de cuarentena","Habla Trome","Ismael Lazo, Vecino de San Luis","Estoy feliz porque...  "
"","","","","trome","2014/01/19","La pretemporada del 'Taladro' empezará el 1 de febrero con miras al inicio del torneo de ascenso.","","","La pretemporada del 'Taladro' empezará el 1 de febrero con miras al inicio del torneo de ascenso.  "
"","","","","trome","2014/01/19","¡A los profesionales de CIMA'S, el trabajo los busca!","","","Inicio: 22 de enero Ejecutivo Computarizado en tecnología!...  "
"","","","","trome","2014/01/19","¡A los profesionales de CIMA'S, el trabajo los busca!","","","Ingreso para GRADUADOS y TITULADOS hasta Enero 2014 ¡Convalida tus cursos!...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si tu perro duerme cerca tuyo'bosteza cuando tú lo haces' o se acurruca a tus pies...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Según el neurocientífico Gregory Burns, autor del libro'Cómo los perros nos aman; esto sería otra forma de decirte te quiero'...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","La cola es un indicador del grado de alegría de tu can. Pero con ella también expresa otras cosas...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Siempre busca estar cerca tuyo. Cualquier que entre por la puerta, se acerca a la puerta...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Un reciente estudio ha demostrado que los canes pueden contagiar sed del bostezo de otros...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Menea más la cola hacia la derecha: sería un indicador de la calidad del alimento que le das...  "
"","","","","trome","2014/01/19","¿Cómo tu 'I'IPS másco dice que te quiere?","","","Si la cola está baja, está relajado. Su cola entre las patas, siente miedo...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","La respuesta es muy sencilla. No debe a que el material que forma parte delos neumáticos les llama la atención...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","Pues con el movimiento del carro, las llantas adquieren olores que recogen de las diferentes calles...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","Y si el automóvil recorre muchos kilómetros, el olor que tendrán sus llantas será más intenso...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","Es ahí donde los perros encuentran un pequeño paraíso, las llantas son para los perros un pequeño paraíso...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","La pregunta que te haces es: ¿Por qué los perros orinan en las llantas delos carros?  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","La respuesta es muy sencilla. No debe a que el material que forma parte delos neumáticos les llama la atención...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","Pues con el movimiento del carro, las llantas adquieren olores que recogen de las diferentes calles...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","Y si el automóvil recorre muchos kilómetros, el olor que tendrán sus llantas será más intenso...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","","Es ahí donde los perros encuentran un pequeño paraíso, las llantas son para los perros un pequeño paraíso...  "
"","","","","trome","2014/01/19","Por qué orinan en las llantas de los carros?","","",""
"El Exorcismo De San Luis","NA","La Seño María","Hoy en día, uno pensaría que...","trome","2014/01/19","","","",""
"Contento por fin de cuarentena","Habla Trome","Ismael Lazo, Vecino de San Luis","Estoy feliz porque...","trome","2014/01/19","","","",""
"Doctora Carmen, le agradezco de antemano su consejo. Soy una persona con discapacidad y, por ende, comprenderá lo difícil que es para mí encontrar trabajo y amor. El 2013 fue un año horrible, pues perdí mi empleo y también a mi novia. La extraño un montón, pero sé que 'lo que no nace, no crece' así que intento salir adelante y ser feliz. Con su ayuda, espero encontrar al amor de mi vida.","","Jr. Miró Quesada 247, séptimo piso. Lima. MAIL: doctoracarmen01@trome.com","","trome","2014/01/19","","","",""
